	attr	count
2817	cdna id	14
2818	cdna input	29
2819	cdna preparation first strand purification	58
2820	cdna preparation first strand synthesis enzyme	58
2821	cdna preparation fragment size range	58
2822	cdna preparation fragmentation	58
2823	cdna preparation initial rna qnty	58
2824	cdna preparation polya rna/	58
2825	cdna preparation purification	58
2826	cdna preparation second strand synthesis dntp mix	58
2827	cdna preparation second strand synthesis enzyme	58
2828	cdna primer	143
2829	cdna quality	65
2830	cdna synthesis	704
2831	cdna synthesis method	114
2832	cdna type	37
2833	cdna yield ng	65
2834	cdnasynthesis	285
2835	cdp 30, binary data i e 30 or 30 at 30 cutoff	96
2836	cdp, raw drug sensitivity	96
2837	cdw g/l	29
2838	cea	250
2839	ceap grade	13
2840	cebpa	1324
2841	cebpa/eyfp induction	12
2842	cebpa mutation	463
2843	cebpa mutation status	24
2844	cel file name	104
2845	cel file path	686
2846	cel filename	66
2847	cel line	4
2848	celiac disease	50
2849	cell	4821
2850	cell/embruos number	38
2851	cell/embryos number	15
2852	cell/tissue type	780
2853	cell age	27
2854	cell amount	4
2855	cell amplication	623
2856	cell antibody	3
2857	cell apical polarity	13
2858	cell bank no	130
2859	cell barcode	193
2860	cell capture method	13
2861	cell characterization	5
2862	cell class	186
2863	cell classification	339
2864	cell clone	28
2865	cell collection details	9
2866	cell collection method	43
2867	cell collection time	79
2868	cell compartment	54
2869	cell component	10
2870	cell composition	18
2871	cell condition	141
2872	cell count	278
2873	cell count 10 6	15
2874	cell count baseline cd4 t cell count, cells/ul	25
2875	cell cultivation	22
2876	cell culture	315
2877	cell culture age	80
2878	cell culture bank	41
2879	cell culture batch	12
2880	cell culture condition	125
2881	cell culture conditions	8
2882	cell culture confluence	7
2883	cell culture confluency	17
2884	cell culture duration in days	36
2885	cell culture id	9
2886	cell culture medium	13
2887	cell culture passage	49
2888	cell culture passage number	22
2889	cell culture phenotype	18
2890	cell culture tissure	3
2891	cell culture treatment	20
2892	cell culture type	13
2893	cell cultures	19
2894	cell cycle	221
2895	cell cycle arrest	9
2896	cell cycle arrest treatment	14
2897	cell cycle phase	714
2898	cell cycle profile	13
2899	cell cycle stage	689
2900	cell cycle state	71
2901	cell cycle status	3
2902	cell cycle timepoint	13
2903	cell cycle transition	62
2904	cell cyle	7
2905	cell density	582
2906	cell density, in klett units 1 ku 10 7 cells/ml	19
2907	cell derivation	7
2908	cell derivative	13
2909	cell description	2940
2910	cell differentiation protocol	8
2911	cell differentiation state	5
2912	cell differentiation status	13
2913	cell division	46
2914	cell division cohort	38
2915	cell divisions	56
2916	cell expression	16
2917	cell extraction	18
2918	cell family	212
2919	cell fraction	384
2920	cell fraction/population	29
2921	cell genotype	13
2922	cell genotype/variation	6
2923	cell group	71
2924	cell growth conditions	15
2925	cell growth rate	961
2926	cell growth stage	101
2927	cell growth temperature	5
2928	cell harvest time	8
2929	cell hystology	9
2930	cell id	206
2931	cell identification	5
2932	cell identity	11
2933	cell immortalization	37
2934	cell ine	126
2935	cell info	19
2936	cell isolation	68
2937	cell isolation method	32
2938	cell karyotype	1646
2939	cell l ine	3
2940	cell label	13
2941	cell lie	2
2942	cell lilne	4
2943	cell line	178696
2944	cell line/cell type	12
2945	cell line/clinical sample	104
2946	cell line/clone	112
2947	cell line/clone id	12
2948	cell line/genotype	5
2949	cell line/subline	35
2950	cell line/tissue	392
2951	cell line/tissue source	25
2952	cell line/type	85
2953	cell line/vendor	21
2954	cell line 184b5 mt mammary epithelial gender	2
2955	cell line background	596
2956	cell line cat	7
2957	cell line characteristics	25
2958	cell line clone	91
2959	cell line code	799
2960	cell line conditioning	32
2961	cell line coriell id	867
2962	cell line derivation	197
2963	cell line derived	5
2964	cell line derived from gem model of prostate cancer	5
2965	cell line derived from mantle lymphoma derived from 84 years old male with t 11 14 q13 q32 specimen site	2
2966	cell line derived from mantle lymphoma with t 11 14 q13 32 derived from 58 years old male specimen site	2
2967	cell line description	99
2968	cell line details	13
2969	cell line ebv status	5
2970	cell line expressing inducible gfp progerin induction	8
2971	cell line expressing inducible wt gfp lamin a induction	8
2972	cell line founder animal	72
2973	cell line genotype/variation	21
2974	cell line id	612
2975	cell line info	25
2976	cell line initiation date	19
2977	cell line karyotype	64
2978	cell line lineage	27
2979	cell line lot	7
2980	cell line manufacturer	7
2981	cell line modification	10
2982	cell line name	222
2983	cell line nih code	3
2984	cell line number	171
2985	cell line of origin	185
2986	cell line or clinical sample	18
2987	cell line origin	713
2988	cell line p promelas	17
2989	cell line passage	262
2990	cell line phenotype	13
2991	cell line population	13
2992	cell line provider	12
2993	cell line reference	54
2994	cell line resistance	10
2995	cell line s	13
2996	cell line sorted	11
2997	cell line source	514
2998	cell line source age	8
2999	cell line source ethnicity	8
3000	cell line source gender	38
3001	cell line source tissue	21
3002	cell line sournce	5
3003	cell line specificity	6
3004	cell line specifics	5
3005	cell line stably expresses	2
3006	cell line stably expressing	7
3007	cell line subpopulation	9
3008	cell line test	11
3009	cell line tissue source	7
3010	cell line traits	7
3011	cell line type	416
3012	cell line used	47
3013	cell line vendor	20
3014	cell line vendor/cat	14
3015	cell line, gender	12
3016	cell lineage	1953
3017	cell lines	619
3018	cell linr	29
3019	cell lline	25
3020	cell location	13
3021	cell marker	383
3022	cell markers	322
3023	cell material	29
3024	cell migration	5
3025	cell mix	5
3026	cell mixture	29
3027	cell model	28
3028	cell modifications	15
3029	cell morphology	60
3030	cell name	107
3031	cell num	35
3032	cell number	937
3033	cell number 5ml	53
3034	cell number dissected	156
3035	cell number per plate	8
3036	cell of origin classifiction defined by ihc	48
3037	cell of origin defined by ihc	23
3038	cell ome	41
3039	cell or tumor type	58
3040	cell organism	2604
3041	cell origin	644
3042	cell part	123
3043	cell passage	499
3044	cell passage number	114
3045	cell passages	29
3046	cell phase	7
3047	cell phenotye	19
3048	cell phenotype	486
3049	cell picking session	865
3050	cell picking temperature	865
3051	cell plasmid	23
3052	cell ploidy	49
3053	cell pluripotency	7
3054	cell pool	14
3055	cell population	4279
3056	cell population isolated from ltbmc	17
3057	cell population selection	72
3058	cell populations	11
3059	cell potency	9
3060	cell preparation	101
3061	cell preparation date batch	26
3062	cell prop b lymphocyte	173
3063	cell prop basophil	198
3064	cell prop cd4 t lymphocyte	173
3065	cell prop cd8 t lymphocyte	173
3066	cell prop eosinophil	198
3067	cell prop granulocyte	173
3068	cell prop lymphocyte	198
3069	cell prop monocyte	371
3070	cell prop neutrophil	198
3071	cell prop nk lymphocyte	173
3072	cell purification	26
3073	cell purification antibody catalog number	30
3074	cell purification antibody vendor	30
3075	cell purification method	6
3076	cell purity	2
3077	cell references	7
3078	cell region	13
3079	cell restimulation	6
3080	cell sample	16
3081	cell sampling	50
3082	cell sex	2981
3083	cell signature	37
3084	cell sorted	4
3085	cell sorting	60
3086	cell sorting date	7
3087	cell sorting status	13
3088	cell sorting strategy	98
3089	cell sorting time	15
3090	cell source	1250
3091	cell stage	451
3092	cell stage/status	17
3093	cell state	318
3094	cell state/treatment	11
3095	cell state of in vitro hepatogenesis	24
3096	cell status	187
3097	cell stimulation	171
3098	cell storage	28
3099	cell strain	24
3100	cell strain, gender	22
3101	cell structure	193
3102	cell sub popuation	3
3103	cell sub population	71
3104	cell sub type	13
3105	cell subgroup	7
3106	cell subline	67
3107	cell subpopulation	286
3108	cell subset	556
3109	cell subtype	3942
3110	cell subtype/phenotype	35
3111	cell subtypes	5
3112	cell surafce marker	13
3113	cell surface antigens	21
3114	cell surface expression	52
3115	cell surface marker	302
3116	cell surface marker expression	34
3117	cell surface markers	271
3118	cell surface molecule expression	10
3119	cell surface phenotype	181
3120	cell suspension	9
3121	cell synchronization	26
3122	cell tissue	15
3123	cell transfection	5
3124	cell transfection status	14
3125	cell treatment	335
3126	cell tye	9
3127	cell typ	5
3128	cell type	330491
3129	cell type/component	15
3130	cell type/growth condition	14
3131	cell type/line	111
3132	cell type/treatment	37
3133	cell type analyzed	7
3134	cell type before treatment	4
3135	cell type derived from	32
3136	cell type effector precursor	5
3137	cell type grown in vitro	13
3138	cell type grown in vivo	14
3139	cell type human	14
3140	cell type immunophenotype	17
3141	cell type implantation	8
3142	cell type info	11
3143	cell type isolated	62
3144	cell type level 1	1423
3145	cell type mammary cell subpopulation	47
3146	cell type marker	88
3147	cell type modification	6
3148	cell type origin	385
3149	cell type precursor used to generate ipscs	31
3150	cell type purified cell subset	55
3151	cell type s	98
3152	cell type separated by facs	13
3153	cell type sorted	19
3154	cell type source	25
3155	cell type subpopulation	31
3156	cell type subset	27
3157	cell type surface markers	227
3158	cell type total rna source	7
3159	cell type transplanted into recipient	5
3160	cell type xenografted	19
3161	cell types	240
3162	cell types expressing ip proteins	6
3163	cell variant	13
3164	cell viability	327
3165	cell wall synthesis	7
3166	cellcount	135
3167	celline	4
3168	celll line	32
3169	celll subtype	25
3170	celll type	17
3171	cellline	683
3172	cells	2476
3173	cells/exosomes	13
3174	cells analyzed	13
3175	cells collected at	25
3176	cells cultured in vitro with	29
3177	cells derived from	11
3178	cells expressing	49
3179	cells for ip	6
3180	cells in well	385
3181	cells incubated with cms	25
3182	cells injected	8
3183	cells isolated from	9
3184	cells line differentiation	30
3185	cells origin	8
3186	cells pointed by barcodes	124
3187	cells prepared	7
3188	cells purified from	13
3189	cells type	65
3190	cells used	45
3191	cells were cultured in media ht29	13
3192	cells were obtained as a pool of heterozygous diploid yeast knockout strains that were sporulated and selected to yield mata haploid progeny the parental strain was by4743 from s288c, with modificatio	124
3193	celltype	760
3194	celltype identifier	299
3195	celluar rna type	8
3196	cellular basis of adc	5
3197	cellular compartment	8
3198	cellular condition	3
3199	cellular differentiation	16
3200	cellular fraction	52
3201	cellular location	17
3202	cellular obg level	13
3203	cellular origin	16
3204	cellular population	26
3205	cellular state	12
3206	cellular subset	5
3207	cellular type	41
3208	cellularity	379
3209	cellulitis	144
3210	cementation	11
3211	cenpk113 7d genotype	2
3212	censor	203
3213	censor os	50
3214	censored	125
3215	censoring date	289
3216	censoring dead 1, alive 0	59
3217	center	766
3218	center/subcohort	278
3219	centerid	158
3220	central pathology rcpat	6
3221	centre	447
3222	ceph family	357
3223	ceph id	1088
3224	ceph pedigree	357
3225	cerebral palsy	286
3226	cerebrotropic status	43
3227	cervical cancer cell line the c 33 a cell line is one of a series of lines derived by n auersperg from cervical cancer biopsies the retinoblastoma protein prb is present but abnormal in size expressio	2
3228	cesd	778
3229	cesd16 status	33
3230	cetuximab resistant clone	5
3231	cetuximab response	11
3232	cetuximab sensitivity	7
3233	ceu	97
3234	cf dna level microg/ml	153
3235	cf dna ug/ml	178
3236	cfa9 cnv code	8
3237	cfi	39
3238	cftr genotype	755
3239	cg2 30, binary data i e 30 or 30 at 30 cutoff	96
3240	cg2, raw drug sensitivity	96
3241	cgh group	169
3242	cgh profile type	21
3243	cgrp status of cell	16
3244	cgsr id	107
3245	challenge	604
3246	challenge dose tcid50	68
3247	challenge outcome	72
3248	challenge status	110
3249	challenge virus	650
3250	challenged with	66
3251	chamber batch	156
3252	chamber id	33
3253	chamber treatment	9
3254	change in cell count change in cd4 t cell count, cells/ml	25
3255	change in glycogen content 52 weeks treatment	61
3256	channel	297
3257	channel 1	53
3258	channel 2	53
3259	channel type	25
3260	chap bait	8
3261	chap tag	4
3262	character	24
3263	characteristic	2
3264	characteristics	305
3265	characteristics stage	3
3266	charlers river strain code	7
3267	chart ref	40
3268	chd status	121
3269	chek2 1100delc mutation status	160
3270	chek2 mutations	5
3271	chemical	2655
3272	chemical category	13
3273	chemical concentration measured	49
3274	chemical group	82
3275	chemical labeling	11
3276	chemical pulldown target	4
3277	chemical treatment	1420
3278	chemical treatment condition	15
3279	chemical treatment conditon	32
3280	chemical treatment of isolated rna	17
3281	chemicals	33
3282	chemo	947
3283	chemo/radio therapy given	61
3284	chemo 0 no, 1 yes	140
3285	chemo agent	59
3286	chemo before tp	257
3287	chemo class	116
3288	chemo resistance	6
3289	chemo resistance cell type	28
3290	chemo resistance lc50 type	28
3291	chemo treated	67
3292	chemoradiation therapy	153
3293	chemoradiation therapy response	70
3294	chemoradiotherapy	226
3295	chemoresistance	13
3296	chemoresponse	90
3297	chemosensitivity	34
3298	chemosensitivity prediction	511
3299	chemostat	28
3300	chemostat run	19
3301	chemotherapeutic response	53
3302	chemotheraphy	51
3303	chemotherapy	1400
3304	chemotherapy adjuvant	1049
3305	chemotherapy adjuvant type	585
3306	chemotherapy prior to tapping	33
3307	chemotherapy response	93
3308	chemotherapy sensitivity	7
3309	chemotherapy treatment	422
3310	chemotherapy treatment yes/no	68
3311	chemotherapy1	111
3312	chemotherapy2	111
3313	chemotherapy3	111
3314	chemotherapy4	111
3315	chemotx administered prior to tumor resection	268
3316	chemtype	59
3317	cher lob arm	159
3318	chest girth cm	330
3319	chest x ray	626
3320	chest x ray description	626
3321	chicken line	155
3322	chicken type	47
3323	chickpea variety	3
3324	chiip antibody lot/batch	13
3325	chiip antibody manufacturer	37
3326	child age	97
3327	child bmi	97
3328	child gender	97
3329	child pugh class	41
3330	child stress	274
3331	child waist	94
3332	childhood sexual/physical abuse moderate to extreme	417
3333	childhood trauma questionnaire total score	416
3334	children	39
3335	childsoldier	255
3336	chimera description	54
3337	chimera genotype	7
3338	chimera type	13
3339	chimp	45
3340	chimpanzee identifier	26
3341	chinese pediatric all subtype	101
3342	chip	3231
3343	chip/dip antibody	25
3344	chip/dip antibody catalog	4
3345	chip/dip antibody lot	4
3346	chip/dip antibody vendor	4
3347	chip/no chip	9
3348	chip/rip antibody	16
3349	chip/rip antibody cat	16
3350	chip/rip antibody vendor	16
3351	chip ab	43
3352	chip anitbody	33
3353	chip antbody	11
3354	chip antibodies	148
3355	chip antibody	34983
3356	chip antibody/digestive enzyme	14
3357	chip antibody/mbd affinity column	36
3358	chip antibody 1	63
3359	chip antibody 1 catalog	12
3360	chip antibody 1 manufacturer	12
3361	chip antibody 2	61
3362	chip antibody 2 catalog	8
3363	chip antibody 2 manufacturer	10
3364	chip antibody batch	9
3365	chip antibody batch/lot	30
3366	chip antibody cat	3283
3367	chip antibody cat/batch	22
3368	chip antibody cat batch number	11
3369	chip antibody cat no	20
3370	chip antibody cat number	22
3371	chip antibody catalog	3358
3372	chip antibody catalog/vender	20
3373	chip antibody catalog 's	8
3374	chip antibody catalog 1	23
3375	chip antibody catalog 2	23
3376	chip antibody catalog no	17
3377	chip antibody catalog number	277
3378	chip antibody catalog number 1	46
3379	chip antibody catalog number 2	46
3380	chip antibody catalog s	8
3381	chip antibody cataolog	9
3382	chip antibody details	159
3383	chip antibody details vendor/catalog	27
3384	chip antibody details vendor, catalog number	4
3385	chip antibody epitope/name	34
3386	chip antibody host	6
3387	chip antibody host/amount	5
3388	chip antibody host, amount, catelog number and provider	9
3389	chip antibody ies	5
3390	chip antibody info	90
3391	chip antibody information	21
3392	chip antibody lot	3443
3393	chip antibody lot/batch	110
3394	chip antibody lot '2	8
3395	chip antibody lot 2	8
3396	chip antibody lot no	17
3397	chip antibody lot number	22
3398	chip antibody lot numbers	3
3399	chip antibody lot numer	4
3400	chip antibody manufactuer	24
3401	chip antibody manufacturer	1626
